model_family,key,split,class_label,class_name,precision,recall,f1,support
ResNetInspired2D,resnet_inspired,validation,3,basset_hound,0.0,0.0,0.0,20
ResNetInspired2D,resnet_inspired,validation,4,beagle,0.047619047619047616,0.05,0.04878048780487805,20
ResNetInspired2D,resnet_inspired,validation,5,Bengal,0.0,0.0,0.0,20
ResNetInspired2D,resnet_inspired,validation,6,Birman,0.0,0.0,0.0,20
ResNetInspired2D,resnet_inspired,validation,7,Bombay,0.0,0.0,0.0,19
ResNetInspired2D,resnet_inspired,validation,8,boxer,0.0365296803652968,0.4,0.06694560669456066,20
ResNetInspired2D,resnet_inspired,validation,9,British_Shorthair,0.0,0.0,0.0,20
ResNetInspired2D,resnet_inspired,validation,10,chihuahua,0.0,0.0,0.0,20
ResNetInspired2D,resnet_inspired,validation,11,Egyptian_Mau,0.0,0.0,0.0,19
ResNetInspired2D,resnet_inspired,validation,12,english_cocker_spaniel,0.0,0.0,0.0,19
ResNetInspired2D,resnet_inspired,validation,13,english_setter,0.0,0.0,0.0,20
ResNetInspired2D,resnet_inspired,validation,14,german_shorthaired,0.0,0.0,0.0,20
ResNetInspired2D,resnet_inspired,validation,15,great_pyrenees,0.02654867256637168,0.15,0.045112781954887216,20
ResNetInspired2D,resnet_inspired,validation,16,havanese,0.0,0.0,0.0,20
ResNetInspired2D,resnet_inspired,validation,17,japanese_chin,0.0,0.0,0.0,20
ResNetInspired2D,resnet_inspired,validation,18,keeshond,0.0,0.0,0.0,20
ResNetInspired2D,resnet_inspired,validation,19,leonberger,0.0,0.0,0.0,20
ResNetInspired2D,resnet_inspired,validation,20,Maine_Coon,0.0,0.0,0.0,20
ResNetInspired2D,resnet_inspired,validation,21,miniature_pinscher,0.0,0.0,0.0,20
ResNetInspired2D,resnet_inspired,validation,22,newfoundland,0.0,0.0,0.0,19
ResNetInspired2D,resnet_inspired,validation,23,Persian,0.04519774011299435,0.8,0.0855614973262032,20
ResNetInspired2D,resnet_inspired,validation,24,pomeranian,0.0,0.0,0.0,20
ResNetInspired2D,resnet_inspired,validation,25,pug,0.0,0.0,0.0,20
ResNetInspired2D,resnet_inspired,validation,26,Ragdoll,0.0,0.0,0.0,20
ResNetInspired2D,resnet_inspired,validation,27,Russian_Blue,0.0,0.0,0.0,20
ResNetInspired2D,resnet_inspired,validation,28,saint_bernard,0.0,0.0,0.0,20
ResNetInspired2D,resnet_inspired,validation,29,samoyed,0.0,0.0,0.0,20
ResNetInspired2D,resnet_inspired,validation,30,scottish_terrier,0.0,0.0,0.0,20
ResNetInspired2D,resnet_inspired,validation,31,shiba_inu,0.0,0.0,0.0,20
ResNetInspired2D,resnet_inspired,validation,32,Siamese,0.0,0.0,0.0,20
ResNetInspired2D,resnet_inspired,validation,33,Sphynx,0.0,0.0,0.0,20
ResNetInspired2D,resnet_inspired,validation,34,staffordshire_bull_terrier,0.0,0.0,0.0,20
ResNetInspired2D,resnet_inspired,validation,35,wheaten_terrier,0.0,0.0,0.0,20
ResNetInspired2D,resnet_inspired,validation,36,yorkshire_terrier,0.0,0.0,0.0,20
ResNetInspired2D,resnet_inspired,test,0,Abyssinian,0.0,0.0,0.0,98
ResNetInspired2D,resnet_inspired,test,1,american_bulldog,0.0,0.0,0.0,100
ResNetInspired2D,resnet_inspired,test,2,american_pit_bull_terrier,0.0,0.0,0.0,100
ResNetInspired2D,resnet_inspired,test,3,basset_hound,0.0,0.0,0.0,100
ResNetInspired2D,resnet_inspired,test,4,beagle,0.027777777777777776,0.03,0.028846153846153848,100
ResNetInspired2D,resnet_inspired,test,5,Bengal,0.0,0.0,0.0,100
ResNetInspired2D,resnet_inspired,test,6,Birman,0.03571428571428571,0.05,0.041666666666666664,100
ResNetInspired2D,resnet_inspired,test,7,Bombay,0.0,0.0,0.0,88
ResNetInspired2D,resnet_inspired,test,8,boxer,0.04472573839662447,0.5353535353535354,0.08255451713395638,99
ResNetInspired2D,resnet_inspired,test,9,British_Shorthair,0.0,0.0,0.0,100
ResNetInspired2D,resnet_inspired,test,10,chihuahua,0.0,0.0,0.0,100
ResNetInspired2D,resnet_inspired,test,11,Egyptian_Mau,0.0,0.0,0.0,97
ResNetInspired2D,resnet_inspired,test,12,english_cocker_spaniel,0.0,0.0,0.0,100
ResNetInspired2D,resnet_inspired,test,13,english_setter,0.0,0.0,0.0,100
ResNetInspired2D,resnet_inspired,test,14,german_shorthaired,0.0,0.0,0.0,100
ResNetInspired2D,resnet_inspired,test,15,great_pyrenees,0.03153988868274583,0.17,0.053208137715179966,100
ResNetInspired2D,resnet_inspired,test,16,havanese,0.0,0.0,0.0,100
ResNetInspired2D,resnet_inspired,test,17,japanese_chin,0.0,0.0,0.0,100
ResNetInspired2D,resnet_inspired,test,18,keeshond,0.0,0.0,0.0,99
ResNetInspired2D,resnet_inspired,test,19,leonberger,0.0,0.0,0.0,100
ResNetInspired2D,resnet_inspired,test,20,Maine_Coon,0.0,0.0,0.0,100
ResNetInspired2D,resnet_inspired,test,21,miniature_pinscher,0.0,0.0,0.0,100
ResNetInspired2D,resnet_inspired,test,22,newfoundland,0.0,0.0,0.0,100
ResNetInspired2D,resnet_inspired,test,23,Persian,0.047731290512669416,0.81,0.09015025041736227,100
ResNetInspired2D,resnet_inspired,test,24,pomeranian,0.0,0.0,0.0,100
ResNetInspired2D,resnet_inspired,test,25,pug,0.0,0.0,0.0,100
ResNetInspired2D,resnet_inspired,test,26,Ragdoll,0.0,0.0,0.0,100
ResNetInspired2D,resnet_inspired,test,27,Russian_Blue,0.0,0.0,0.0,100
ResNetInspired2D,resnet_inspired,test,28,saint_bernard,0.0,0.0,0.0,100
ResNetInspired2D,resnet_inspired,test,29,samoyed,0.0,0.0,0.0,100
ResNetInspired2D,resnet_inspired,test,30,scottish_terrier,0.0,0.0,0.0,99
ResNetInspired2D,resnet_inspired,test,31,shiba_inu,0.0,0.0,0.0,100
ResNetInspired2D,resnet_inspired,test,32,Siamese,0.0,0.0,0.0,100
ResNetInspired2D,resnet_inspired,test,33,Sphynx,0.0,0.0,0.0,100
ResNetInspired2D,resnet_inspired,test,34,staffordshire_bull_terrier,0.0,0.0,0.0,89
ResNetInspired2D,resnet_inspired,test,35,wheaten_terrier,0.0,0.0,0.0,100
ResNetInspired2D,resnet_inspired,test,36,yorkshire_terrier,0.0,0.0,0.0,100
