epoch,accuracy,loss,val_accuracy,val_loss
1,0.02241847850382328,3.612725257873535,0.025815216824412346,3.6100003719329834
2,0.032608695328235626,3.6104633808135986,0.03804347664117813,3.6056406497955322
3,0.03328804299235344,3.6020514965057373,0.029891304671764374,3.5841355323791504
4,0.03974184766411781,3.5753650665283203,0.05298912897706032,3.571889877319336
5,0.05095108598470688,3.5489349365234375,0.0625,3.528869390487671
