epoch,accuracy,loss,val_accuracy,val_loss
1,0.11164021492004395,2.3089942932128906,0.1111111119389534,2.2971835136413574
2,0.11148148030042648,2.2965095043182373,0.1111111119389534,2.2955191135406494
3,0.11068782955408096,2.2964730262756348,0.1111111119389534,2.297747850418091
4,0.11142857372760773,2.296535015106201,0.1111111119389534,2.2970874309539795
