epoch,accuracy,loss,val_accuracy,val_loss
1,0.6084887385368347,0.9969329237937927,0.6838799715042114,0.822019100189209
2,0.6083479523658752,0.9671895503997803,0.5607852339744568,0.9293820858001709
3,0.6000754833221436,0.9618275165557861,0.6568379998207092,0.8019281625747681
4,0.5974737405776978,0.960432231426239,0.6467728614807129,0.8385658860206604
5,0.602615237236023,0.9611514210700989,0.6936297416687012,0.7623946070671082
