epoch,accuracy,loss,val_accuracy,val_loss
1,0.02139945700764656,3.6130030155181885,0.027173912152647972,3.610879898071289
2,0.023097826167941093,3.6116926670074463,0.027173912152647972,3.609833002090454
3,0.027513587847352028,3.609696865081787,0.04076087102293968,3.601599931716919
4,0.034646738320589066,3.5955262184143066,0.04483695700764656,3.572143793106079
5,0.039402175694704056,3.5676310062408447,0.03804347664117813,3.5283331871032715
