Dataset,RowsRaw,RowsAfterPreparation,RawFeatures,TransformedFeatures,Target,SelectedModel,Threshold,Accuracy,Precision,Recall,F1,MacroF1,BalancedAccuracy,ROC-AUC,FinalModelPath
Olist Brazilian E-Commerce Public Dataset - Customer Churn A04 Prepared,58101,58101,29,169,is_churned,M4 Residual MLP Feature Attention,0.2,0.9840523175768702,0.98903888311988,0.9948932219127206,0.9919574148006712,0.5295357543802014,0.5224466109563602,0.6545206592386258,pipeline04/customer_behavior/models/final_model.keras
