accuracy,auc,loss,val_accuracy,val_auc,val_loss
0.6752397418022156,0.5522185564041138,0.7691619992256165,0.30636832118034363,0.5983900427818298,0.7622886300086975
0.6235800385475159,0.6847691535949707,0.6416769027709961,0.5333333611488342,0.5935119390487671,0.6854228377342224
0.6438406705856323,0.7405744791030884,0.6124300360679626,0.7016637921333313,0.6030783653259277,0.6438908576965332
0.6791000962257385,0.7838558554649353,0.5835208296775818,0.8079173564910889,0.5982286930084229,0.586925745010376
0.6949102282524109,0.8185909390449524,0.5574119091033936,0.8522088527679443,0.5966732501983643,0.5506348013877869
