Threshold,Accuracy,Precision,Recall,F1,MacroF1,BalancedAccuracy
0.05,0.9881812966150315,0.9887459807073955,0.9994196169471852,0.9940541476649541,0.5157186626175237,0.5097098084735926
0.06,0.9878370625358577,0.9887421022400918,0.9990713871154963,0.9938799076212471,0.5151217719924417,0.5095356935577481
0.07,0.9879518072289156,0.9888556985294118,0.9990713871154963,0.9939372943010566,0.5239956741775553,0.5145356935577481
0.08,0.9879518072289156,0.9888556985294118,0.9990713871154963,0.9939372943010566,0.5239956741775553,0.5145356935577481
0.09,0.9877223178427997,0.9888531372098368,0.9988392338943702,0.9938211006525379,0.5234592228926407,0.5144196169471851
0.1,0.9874928284566838,0.9888505747126437,0.9986070806732443,0.9937048801617095,0.5229393966025939,0.5143035403366222
0.11,0.987263339070568,0.98884801103702,0.9983749274521184,0.9935886328192688,0.52243534205066,0.5141874637260592
0.12,0.98714859437751,0.9888467287570426,0.9982588508415554,0.9935304990757856,0.5221889783514522,0.5141294254207777
0.13,0.9868043602983362,0.988842880147228,0.9979106210098665,0.993356057542319,0.5214714172009116,0.5139553105049333
0.14,0.9866896156052782,0.9888415966869896,0.9977945443993036,0.9932978969262769,0.5212391123975647,0.5138972721996518
0.15,0.9862306368330465,0.9888364598918172,0.9973302379570517,0.9930651872399445,0.5203421174294961,0.5136651189785258
0.16,0.9857716580608147,0.9888313183649972,0.9968659315147997,0.9928323699421965,0.5194931080480213,0.5134329657573998
0.17,0.9854274239816408,0.9888274591108039,0.9965177016831108,0.9926576863039833,0.5188852341294352,0.5132588508415554
0.18,0.9847389558232932,0.9888197325956662,0.995821242019733,0.9923081371811925,0.5177368024035459,0.5129106210098665
0.19,0.9842799770510614,0.9889273356401385,0.9952408589669182,0.9920740526468036,0.5236232332199535,0.5176204294834591
0.2,0.9839357429718876,0.9890363531448355,0.9947765525246662,0.9918981481481481,0.5292824074074074,0.5223882762623331
0.21,0.983017785427424,0.9890262215548111,0.9938479396401625,0.991431218156554,0.5273611786985302,0.5219239698200813
0.22,0.9816408491107286,0.989010989010989,0.9924550203134068,0.9907300115874855,0.5247767704996251,0.5212275101567034
0.23,0.9804934021801491,0.9889982628836133,0.9912942542077772,0.9901449275362318,0.5228502415458937,0.5206471271038886
0.24,0.9788869764773379,0.9890938623970298,0.9895531050493326,0.9893234304282232,0.5252739601120708,0.5247765525246663
0.25,0.9760183591508893,0.9890621363742146,0.9866511897852582,0.9878551920506712,0.5210769172923039,0.5233255948926291
0.26,0.9737234652897303,0.9890366223466294,0.9843296575739988,0.9866775263249753,0.5182350287226536,0.5221648287869994
0.27,0.9716580608146873,0.9890135577372604,0.9822402785838653,0.9856152815794071,0.5159736639557267,0.5211201392919327
0.28,0.970281124497992,0.9889981273408239,0.9808473592571096,0.9849058802960545,0.5145931615502413,0.5204236796285548
0.29,0.9693631669535284,0.988987816307404,0.9799187463726059,0.984432394612559,0.5137215736503655,0.5199593731863029
0.3,0.9690189328743546,0.9889839446853392,0.979570516540917,0.9842547235829251,0.5134039575361434,0.5197852582704585
0.31,0.9677567412507172,0.9889697254165689,0.9782936738247243,0.9836027309330688,0.5122791811661931,0.5191468369123622
0.32,0.9664945496270797,0.9890703960512398,0.9769007544979686,0.9829479093669703,0.5143497716769492,0.5234503772489844
0.33,0.9651176133103844,0.9890549605743203,0.975507835171213,0.9822346891070594,0.5131299231698819,0.5227539175856065
0.34,0.9633964429145152,0.9890356048101863,0.9737666860127684,0.9813417558636018,0.511691898952822,0.5218833430063842
0.35,0.9622489959839358,0.9890226628895185,0.9726059199071387,0.9807455960671856,0.5107809612988989,0.5213029599535693
0.36,0.9605278255880666,0.9890031926214969,0.9708647707486942,0.9798500468603561,0.5094780960558764,0.5204323853743471
0.37,0.9598393574297188,0.9889953851615193,0.9701683110853163,0.9794913863822805,0.5089764624219095,0.5200841555426582
0.38,0.9576592082616179,0.9889705882352942,0.9679628554846198,0.9783539625740599,0.5074537436891188,0.5189814277423099
0.39,0.9551348250143431,0.989058039961941,0.9652930934416715,0.9770310756035951,0.5081715574578173,0.5226465467208358
0.4,0.9491681009753299,0.9891070146037826,0.959141033081834,0.9738935706287937,0.5064695618870649,0.524570516540917
0.41,0.9401032702237522,0.9891212377613925,0.9498549042367963,0.969090478446234,0.502995423724962,0.5249274521183982
0.42,0.927710843373494,0.9890971456572338,0.9372025536854324,0.9624508284658482,0.4980965798770959,0.5236012768427162
0.43,0.9132530120481928,0.9890479153702552,0.922460824143935,0.9545945945945946,0.4926819126819127,0.5212304120719675
0.44,0.8939759036144578,0.9889383343928798,0.9028438769587928,0.9439320388349515,0.48565022994379153,0.5164219384793964
0.45,0.8713711990820424,0.989292243405589,0.8793964016250726,0.931112886376206,0.4811139194197366,0.5296982008125363
0.46,0.8444061962134252,0.9897449736877615,0.8514219384793964,0.9153874953201049,0.47478776475406953,0.5457109692396982
0.47,0.8137693631669535,0.9894987398487819,0.82031340684852,0.8969981595481373,0.46344229555410454,0.53515670342426
0.48,0.7801491681009753,0.9897645854657113,0.7857225769007545,0.8760191536171865,0.4531917630434111,0.5428612884503773
0.49,0.7404475043029259,0.9898226676946801,0.7450957632037144,0.8501986754966887,0.43969161242645594,0.5425478816018572
0.5,0.6992541594951234,0.9901864573110893,0.7027278003482298,0.8220517346730939,0.42583519721436996,0.5513639001741149
0.51,0.6541594951233506,0.9901977945037633,0.6566453859547301,0.78964265773311,0.4090057260296756,0.548322692977365
0.52,0.6123924268502582,0.990631440884392,0.6136970400464307,0.7578841743119266,0.39331816536182873,0.5568485200232154
0.53,0.5647733792312105,0.9910386965376782,0.5648287869994196,0.7195563770794824,0.3741187775282175,0.5624143934997099
0.54,0.5141709695926563,0.9919155625421064,0.5127103888566454,0.6760024487297215,0.3526733930948011,0.5763551944283227
0.55,0.4644865174985657,0.9925149700598802,0.4617527568195009,0.6302780638516993,0.3297011288678093,0.5808763784097504
0.56,0.41881812966150317,0.9927817878956136,0.4150899593731863,0.5854137677007448,0.30690216487857114,0.5775449796865931
0.57,0.3691336775674125,0.9930401771591268,0.36436448055716775,0.5331182065217391,0.2803546462392919,0.5721822402785839
0.58,0.3242685025817556,0.9927693420101229,0.3187463726059199,0.48255865038221596,0.25450465169135594,0.55937318630296
0.59,0.276649454962708,0.9935924818453652,0.26999419616947185,0.42460752099306315,0.2254332013368158,0.559997098084736
0.6,0.23178427997705106,0.9928131416837782,0.224492164828787,0.36618384928524095,0.19561558854243116,0.5422460824143935
0.61,0.1900172117039587,0.9924050632911392,0.18200812536273941,0.3076017655713585,0.16596397884649472,0.5310040626813697
0.62,0.1519219736087206,0.9927536231884058,0.14312246082414393,0.2501775388049102,0.1371051433625766,0.5265612304120719
0.63,0.12117039586919105,0.9927835051546392,0.11178177597214162,0.20093896713615023,0.11232416808050341,0.5208908879860709
0.64,0.09397590361445783,0.990450204638472,0.08427161926871736,0.15532734274711169,0.08917072408328115,0.5071358096343587
0.65,0.0729776247848537,0.9944649446494465,0.06256529309344167,0.11772414546248772,0.07058696092174307,0.5162826465467208
0.66,0.058290304073436605,0.9951456310679612,0.04759141033081834,0.0908385953251357,0.05708179915013182,0.5137957051654092
0.67,0.04670109007458405,1.0,0.03563551944283227,0.06881865052678772,0.046162968892919015,0.5178177597214161
0.68,0.04119334480780264,1.0,0.030063842135809635,0.05837277439711517,0.04087409173338694,0.5150319210679049
