epoch,train_loss,val_auc,val_macro_f1,val_balanced_accuracy
1,0.6842891758333004,0.5868287869994196,0.5313935906042455,0.522852582704585
2,0.6681572827508475,0.5937051654091701,0.5340384551017365,0.5233749274521184
3,0.6574064813259342,0.5988067324434126,0.5308462532299741,0.522736506094022
4,0.6460647429328367,0.5941938479396403,0.5283364154723378,0.5187231572838074
5,0.6285711744566177,0.5872663958212421,0.5283364154723378,0.5187231572838074
