Epoch,TrainLoss,Accuracy,Macro-P,Macro-R,Macro-F1
1,1.9614959746599196,0.36566666666666664,0.4377779204634825,0.3656666666666667,0.3443983282187345
2,1.688305252790451,0.4703333333333333,0.4759296728759483,0.4703333333333333,0.4701942012505572
3,1.5617914617061615,0.49,0.5068915680501024,0.49000000000000005,0.48934534368003374
