Epoch,TrainLoss,Accuracy,Macro-P,Macro-R,Macro-F1
1,1.9910758793354035,0.364,0.3929235213354845,0.364,0.3554482105960267
2,1.628331470489502,0.45966666666666667,0.49873569834052606,0.45966666666666667,0.4519415145432638
