epoch,accuracy,loss,val_accuracy,val_loss
1,0.296099990606308,1.9406930208206177,0.4129999876022339,1.6443352699279785
2,0.40619999170303345,1.656786322593689,0.4736666679382324,1.4692457914352417
3,0.45969998836517334,1.51472806930542,0.5086666941642761,1.3901978731155396
