Epoch,TrainLoss,Accuracy,Macro-P,Macro-R,Macro-F1
1,2.4421642795205116,0.185,0.19655084059682143,0.185,0.1813268557305811
2,2.062643751502037,0.247,0.23221036331049533,0.24699999999999997,0.2325623983104718
