Epoch,TrainLoss,Accuracy,Macro-P,Macro-R,Macro-F1
1,1.9857487231492996,0.36766666666666664,0.4008664397769685,0.3676666666666667,0.3412672720849743
2,1.6936785936355592,0.43566666666666665,0.46319273542972583,0.43566666666666665,0.43030013446713494
