Dataset,RowsRaw,RowsAfterPreparation,RawEngineeredFeatures,TransformedFeatures,Target,SelectedModel,MAE,MSE,RMSE,R2,FinalModelPath
King County House Sales,21613,21436,24,93,price,M4 Residual MLP Feature Attention Regressor,70282.2578125,21396305920.0,146274.765625,0.867289662361145,pipeline04/house_price/models/final_model.keras
