,precision,recall,f1-score,support
0,0.9264569282339162,0.805562383678056,0.8617904504301439,28477.0
1,0.3653868194842407,0.6364543821121981,0.4642493082860055,5009.0
accuracy,0.7802663799796931,0.7802663799796931,0.7802663799796931,0.7802663799796931
macro avg,0.6459218738590784,0.721008382895127,0.6630198793580747,33486.0
weighted avg,0.8425293114768498,0.7802663799796931,0.8023242979783733,33486.0
