Threshold,Accuracy,Precision,Recall,F1
0.8,0.8505046885265484,0.5005889281507656,0.25454182471551207,0.3374801482265749
0.81,0.8521173027533895,0.5125384953805543,0.23258135356358556,0.3199670420214227
0.82,0.8533416950367317,0.5245490981963928,0.20902375723697345,0.2989293361884368
0.83,0.8540584124708833,0.5353418308227115,0.18446795767618288,0.27438752783964365
0.84,0.8544466344143822,0.546907574704656,0.15711718905969255,0.24410669975186106
0.85,0.854804993131458,0.5611990008326395,0.13455779596725895,0.2170692431561997
0.86,0.854804993131458,0.5743174924165824,0.11339588740267519,0.18939646548849617
0.87,0.8545660873200741,0.5885350318471337,0.09223397883809144,0.15947531929582326
0.88,0.8541778653765753,0.6043046357615894,0.07286883609502895,0.1300552289328345
0.89,0.8539389595651914,0.62882096069869,0.057496506288680374,0.10535942930309128
0.9,0.8533715582631548,0.65814696485623,0.04112597324815333,0.07741450582487787
