Dataset,RowsRaw,RowsAfterDedup,Features,Target,SelectedModel,Threshold,Accuracy,Precision,Recall,F1,ROC-AUC,FinalModelPath
BRFSS 2021 Diabetes Health Indicators - Binary Unbalanced,236378,223243,21,Diabetes_binary,M3 Residual MLP,0.63,0.7843939439185356,0.36696364074163257,0.6083832335329341,0.4577951336737759,0.8089090527026153,pipeline04/diabetes/models/final_model.keras
