Threshold,Accuracy,Precision,Recall,F1
0.68,0.8115929044974018,0.40088441598048186,0.5248552605310441,0.4545690325927207
0.69,0.8160723884608493,0.4074670099774702,0.5054901177879816,0.4512162523389468
0.7,0.8204622827450277,0.4139646594613141,0.48173288081453386,0.44528510795349696
0.71,0.8250313563877442,0.4219037118706358,0.4583749251347574,0.4393837910247823
0.72,0.8279878158036195,0.42627135283722756,0.43341984428029545,0.4298158780439517
0.73,0.8315415397479544,0.433417614833544,0.41066081054102616,0.42173244490005124
0.74,0.8350654004658663,0.44116300366300365,0.3847075264523857,0.41100565212754614
0.75,0.8385593979573553,0.45043695380774035,0.36015172689159514,0.40026625249611714
0.76,0.8413068147882697,0.4585259722599946,0.33659413056498305,0.3882109141146673
0.77,0.8448904019590276,0.4723633104272483,0.315631862647235,0.3784107228338918
0.78,0.8465926058651376,0.478709248170326,0.28728289079656616,0.35907673112913285
0.79,0.849489338828167,0.4942357753811826,0.26532241964463965,0.34528448947778645
0.8,0.8514901749985069,0.5075250836120402,0.24236374525853463,0.32806377516551816
0.81,0.8531625156781939,0.5216981132075472,0.2208025554002795,0.3102819469771356
0.82,0.8542077286029983,0.5340482573726542,0.19884208424835295,0.2897876054698865
0.83,0.8554619841127635,0.5537873965626989,0.1736873627470553,0.26443768996960487
0.84,0.8553126679806486,0.5629800307219662,0.146336594130565,0.23229282205672636
0.85,0.8559397957355313,0.5876777251184834,0.12377720103813136,0.20448548812664907
0.86,0.8559397957355313,0.6105137395459976,0.10201637053304052,0.17482039001026342
0.87,0.8550438989428418,0.6179604261796042,0.08105410261529247,0.14331097776208965
0.88,0.8549244460371499,0.6471734892787524,0.06628069474945099,0.12024628757696487
0.89,0.8542674550558442,0.6747967479674797,0.04971052106208824,0.092599479360357
0.9,0.8530729259989249,0.6679245283018868,0.03533639448991815,0.0671217292377702
