Threshold,Accuracy,Precision,Recall,F1
0.1,0.3417248999581915,0.1837356108429261,0.9878219205430225,0.3098406337080059
0.11,0.35677596607537476,0.18695553367169154,0.9854262327809942,0.3142848046862564
0.12,0.3714686734754823,0.1902665121668598,0.9834298263126372,0.31884527007346514
0.13,0.38505644149793944,0.19323595417142408,0.9798362946695948,0.3228097868981847
0.14,0.39765872304843813,0.19628190231980447,0.9780395288480734,0.3269487453283502
0.15,0.41160484978797107,0.19987745098039217,0.9768416849670593,0.3318525551900709
0.16,0.4242369945648928,0.20309574335288977,0.9744459972050309,0.336133875077474
0.17,0.4366302335304306,0.2063162356930903,0.9716510281493312,0.34036155110318544
0.18,0.44845607119393177,0.20936258421143547,0.9678578558594529,0.3442570566305699
0.19,0.45944573851758946,0.21223843854404784,0.9638650429227391,0.3478762114061318
0.2,0.47085349101116886,0.21555814161668607,0.9614693551607107,0.3521626265950057
0.21,0.48088753508929105,0.21838871187983613,0.9578758235176682,0.3556840505578413
0.22,0.49020486173326167,0.22099370836417467,0.9536833699341186,0.3588356807511737
0.23,0.49973123096219313,0.22386304848798383,0.9502894789379117,0.3623629719853837
0.24,0.5088992414740489,0.22662076878944348,0.9462966660011979,0.3656702025072324
0.25,0.5180971152123275,0.22953529068636983,0.9427031343581553,0.36918025096751494
0.26,0.5284596547811026,0.23315677441710805,0.940307446596127,0.37366124553748514
0.27,0.5371797168966135,0.23588658911215188,0.9351167897783988,0.37673932277004746
0.28,0.5456608732007406,0.23890907230210306,0.9321221800758634,0.38033561420658196
0.29,0.5541718927312906,0.24185489747059435,0.9277300858454781,0.383684927548198
0.3,0.5617571522427283,0.24436686766105997,0.9223397883809143,0.38636838804097845
0.31,0.5696410440183958,0.24720369972036998,0.9177480535036934,0.38949375132387204
0.32,0.5774054828883712,0.2500546806649169,0.9129566779796366,0.392582735974589
0.33,0.5863943140416891,0.253554106037799,0.9079656618087443,0.39640896016734944
0.34,0.5939795735531267,0.2565905096660808,0.9035735675783589,0.39968209113387493
0.35,0.6012064743474885,0.25921865081655027,0.8967857855859453,0.40218461813949324
0.36,0.6092994087081168,0.2626969198213026,0.8921940507087243,0.40588529131283774
0.37,0.6167353520874396,0.2659288064612623,0.8874026751846676,0.40922482047505065
0.38,0.6248282864480679,0.2694139194139194,0.8810141744859253,0.41264201224928704
0.39,0.6326225885444663,0.27290278383259636,0.8748253144340188,0.41602582360201273
0.4,0.6396703099802903,0.2759824773030284,0.8678378917947694,0.4187861271676301
0.41,0.6461506301140775,0.2788125727590221,0.8606508285086844,0.42118118313712083
0.42,0.6531087618706325,0.28213414232012135,0.8540626871631064,0.42415229030339086
0.43,0.6595890820044198,0.2852822580645161,0.8474745458175285,0.4268691236361808
0.44,0.666069402138207,0.28846549242683844,0.8402874825314434,0.42948979591836733
0.45,0.672848354536224,0.29201063383237724,0.833300059892194,0.4324716365331814
0.46,0.6785522307830137,0.2943320706168251,0.8221201836693951,0.4334736842105263
0.47,0.6854207728602998,0.2981661430554541,0.8147334797364744,0.4365639709028669
0.48,0.6917816400883952,0.3016133851210039,0.8061489319225394,0.4389846170571289
0.49,0.6979036015051067,0.3045541523153463,0.7943701337592334,0.44030098484010183
0.5,0.70414501582751,0.3081021783419527,0.7849870233579557,0.442518710258286
0.51,0.7108343785462581,0.312198649951784,0.775603912956678,0.44519566836646995
0.52,0.7168667502837006,0.31587615283267456,0.7658215212617289,0.4472686993528829
