Threshold,Accuracy,Precision,Recall,F1
0.53,0.7239741981723705,0.32077548256010835,0.7564384108604512,0.4505082932049224
0.54,0.7301558860419279,0.3246538361055473,0.7442603314034737,0.4520979869027407
0.55,0.7372334707041749,0.32998385070877445,0.734278299061689,0.455338904363974
0.56,0.7432061159887714,0.3338885804182861,0.7203034537831903,0.45627568763831805
0.57,0.7490593083676761,0.3381342998855399,0.7077260930325414,0.45762602465629637
0.58,0.7555097652750403,0.343201105190448,0.6943501696945498,0.4593541570362544
0.59,0.7618407692767126,0.3482709228565582,0.6795767618287083,0.4605289859974295
0.6,0.7677238248820403,0.35313461334464835,0.6646037133160312,0.46120809088390136
0.61,0.7743833243743654,0.3594612497240009,0.6500299460970254,0.4629274187815455
0.62,0.7802663799796931,0.3653868194842407,0.6364543821121981,0.4642493082860055
0.63,0.7861195723585976,0.37121665270965426,0.6194849271311639,0.4642429682824656
0.64,0.7911067311712358,0.3764618064195073,0.6041125973248154,0.46386142408216446
0.65,0.7967807441916025,0.3828899321857068,0.5861449391096027,0.46320107280902423
0.66,0.8023353043062772,0.3899070021881838,0.5691754841285686,0.46278711143576007
0.67,0.8076210953831452,0.39686195480063335,0.5504092633260131,0.4611910337905654
0.68,0.8134145613092039,0.4053186611646034,0.5294469954082651,0.45914127423822715
0.69,0.8180732246311891,0.41239281669632744,0.5088840087841885,0.4555853440571939
0.7,0.8221047601982918,0.41858467880453454,0.48652425633859053,0.45000461637891237
0.71,0.826882876425969,0.4272525849335303,0.46196845677779996,0.4439328537170264
0.72,0.830406737143881,0.4342621664050236,0.4418047514473947,0.4380009896091044
0.73,0.8334229230126022,0.44014306753629284,0.4176482331802755,0.42860069657857
0.74,0.8369467837305142,0.4485512206251426,0.39249351167897784,0.4186541737649063
0.75,0.8387983037687392,0.4518445159692993,0.3643441804751447,0.40340406719717065
0.76,0.842620796750881,0.46435400163889645,0.33938909962068275,0.39215686274509803
0.77,0.8457862987517172,0.4764937822262663,0.313635456178878,0.37828076089573803
0.78,0.847846861374903,0.4854434664861205,0.28628468756238773,0.3601657666708527
0.79,0.8504449620737025,0.5001922337562476,0.2597324815332402,0.3419185282522996
0.8,0.8518186704891596,0.5101075268817205,0.23677380714713517,0.32342514316880283
0.81,0.8542375918294213,0.5313725490196078,0.21641046116989418,0.30756135622074054
0.82,0.8551633518485338,0.5445378151260504,0.19405070872429628,0.2861348248454519
0.83,0.8554619841127635,0.5544809800128949,0.17169095627869835,0.2621951219512195
0.84,0.8556411634713015,0.5670498084291188,0.14773407865841484,0.23439974659486854
0.85,0.85632801767903,0.5901639344262295,0.12936713914953085,0.21221549042082855
0.86,0.8561488383204922,0.6098398169336384,0.10640846476342583,0.18120006799252084
0.87,0.8553126679806486,0.617816091954023,0.08584547813934917,0.15074496056091147
0.88,0.8547751299050349,0.6332116788321168,0.06927530445198643,0.12488752924239697
0.89,0.8537597802066536,0.6379310344827587,0.0517069275304452,0.09566020313942751
