Threshold,Accuracy,Precision,Recall,F1
0.74,0.8341097772203309,0.44013157894736843,0.40067877819924136,0.41947956944299297
0.75,0.8366481514662845,0.4454437869822485,0.3757236973447794,0.40762399826727314
0.76,0.8405602341276952,0.4575180226570546,0.3547614294270313,0.39964016642302935
0.77,0.8436958729021083,0.4685666387259011,0.3347973647434618,0.3905449464368887
0.78,0.8453980768082183,0.474169741697417,0.30784587742064284,0.3733204212565065
0.79,0.847727408469211,0.48459958932238195,0.2826911559193452,0.357079813390493
0.8,0.849489338828167,0.4940907357987038,0.2587342782990617,0.33962264150943394
0.81,0.8509526369228931,0.503803888419273,0.23797165102814932,0.32325423728813557
0.82,0.8516394911306218,0.5098890496864448,0.21102016370533042,0.2985032476701497
0.83,0.852983336319656,0.5238095238095238,0.18886005190656818,0.27762289068231844
0.84,0.8538195066594995,0.5374507227332457,0.16330604911159913,0.25049762670341447
0.85,0.8547751299050349,0.5589660743134087,0.13815132761030147,0.22154634224427724
0.86,0.8543570447351132,0.564453125,0.11539229387103214,0.1916127962870877
0.87,0.854745266678612,0.5866188769414575,0.09802355759632661,0.16797810468696545
0.88,0.8549543092635729,0.6124260355029586,0.08265122778997804,0.14564643799472296
0.89,0.8543570447351132,0.6363636363636364,0.06148931922539429,0.11214272710722738
0.9,0.8535806008481156,0.6464088397790055,0.0467159113595528,0.0871346118041333
